Refactoring Type	Source Method	Target Class
Move Method	im.actor.core.modules.encryption.KeyManagerActor::fetchPreKey(long):Promise<PrivateKey>	im.actor.core.modules.encryption.entity.PrivateKeyStorage
Move Method	im.actor.core.modules.auth.Authentication::request(Request<T>, RpcCallback<T>):void	im.actor.core.modules.Modules
Move Method	im.actor.core.modules.notifications.NotificationsActor::getLastReadDate(Peer):long	im.actor.core.entity.Peer
Move Method	im.actor.core.modules.messaging.dialogs.DialogsActor::updateSearch(Dialog):void	im.actor.core.entity.Dialog
Move Method	im.actor.core.modules.messaging.actions.MessageDeleteActor::performDelete(Peer, List<Long>):void	im.actor.core.entity.Peer
Move Method	im.actor.core.modules.encryption.EncryptedMsgActor::onDecrypt(int, ApiEncryptedMessage):void	im.actor.core.api.ApiEncryptedMessage
Move Method	im.actor.core.modules.messaging.dialogs.DialogsActor::buildPeerDesc(Peer):PeerDesc	im.actor.core.entity.Peer
Move Method	im.actor.core.network.api.ApiBroker::cancelRequest(long):void	im.actor.core.network.mtp.MTProto
Move Method	im.actor.core.modules.profile.avatar.GroupAvatarChangeActor::uploadCompleted(long, FileReference):void	im.actor.core.entity.FileReference
Move Method	im.actor.core.network.mtp.actors.PusherActor::performSend(ProtoMessage):void	im.actor.core.network.mtp.entity.ProtoMessage
